,company,description,est_salary,exp_lvl,link,location,post_time,real_salary_lower,real_salary_upper,title
3671,PRA Health Sciences,"Strong knowledge of general programming and computing principles, solid technical expertise with Windows NT and/or UNIX operating systems, and common software...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=0b5be661fae24e05&fccid=59237124d676ae4d,"Blue Bell, PA",7 days ago,,,Senior Statistical Programmer- Boston
3672,Boehringer Ingelheim,"The Senior Scientist is primarily responsible for performing and managing scientific and technical activities, which may also include responsibility for the...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=bccbe1150354fb0e&fccid=6902b1131240791f,United States,8 days ago,,,"Senior Scientist, Process Chemistry"
3673,Boehringer Ingelheim,Highly developed skills in data analysis are essential. We are looking for a highly motivated Senior Scientist to join our effort to develop breakthrough...,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=e8fc803ccfb0e19d&fccid=6902b1131240791f,United States,8 days ago,,,"Senior Scientist, Medchem (HTB)"
3674,Boehringer Ingelheim,"The Senior Scientist is primarily responsible for performing and managing scientific and technical activities, which may also include responsibility for the...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=d035309a0b7cd40f&fccid=6902b1131240791f,"Ridgefield, CT",8 days ago,,,"Senior Scientist, Process Research"
3675,Booz Allen Hamilton,"8+ years of experience as an image scientist. Experience with LiDAR, OPIR, DEMs, and other data formats preferred....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=1638d7f6151cfd4b&fccid=4e041af1d0af1bc8,"Aurora, CO",13 days ago,,,"Image Scientist, Senior"
3676,Harris Corporation,Assess product market data by calling on customers with field salespeople and evaluating sales call results. Harris CapRock is part of Harris Corporation with...,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=abc3bba53c461bba&fccid=6ccc0d58f95adf45,"Houston, TX 77042 (West Houston area)",7 days ago,,,Product Manager
3677,University of Michigan,Determining a framework and determine which analytical method to apply given the nature of the problem and available data Desired Qualifications*....,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=4068fd0f9fb69b58&fccid=46c847dc877cedc2,"Ann Arbor, MI",8 days ago,,,Project Senior Manager
3678,"Sotera Defense Solutions, Inc.","Sotera's Cyber and Data Solutions division delivers data fusion, data analytics, cyber and visualization solutions for U.S....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=866019e2aa6ea7b4&fccid=06d73bec334bc4f1,"Arlington, VA",10 days ago,,,Senior DevOps Engineer
3679,Takeda Pharmaceuticals,Lead evaluation and implementation of alternative analysis methodology and data presentation techniques. Improving and using standards to maximize global data...,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=b828b6305193adfa&fccid=4819693c833d5b6e,"Cambridge, MA 02139 (Area IV area)",12 days ago,,,Sr Principal Statistical Analyst
3680,Advanced Concepts and Technologies International,ACT I has been providing solutions for high profile military programs since 1998. We are a Small Business DoD contractor and are aggressively seeking,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=c28ceb1b9c395ab4&fccid=345e7be7a9039b92,"Peterson AFB, CO",9 days ago,,,Sr Cost Estimator/Research Analyst - Lvl I
3681,AIG,"Experience with machine learning and big data tools (JMP, TreeNet, R, Python). Develop text analytics on unstructured data from claim adjuster’s notes to flag...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=aba6004f592095bf&fccid=9a92a4bf81326e1e,"New York, NY",8 days ago,,,Assistant Director of Predictive Modeling
3682,ADP,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=aca1314acd32660a&fccid=e996c2d6855fe778,"Roseland, NJ 07068",8 days ago,,,Sr. Technical Project Manager
3683,USANA Health Services,"(3) role involves interacting with Business Intelligence group, including ETL developers, software engineers, data scientists, and business intelligence...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=8594377d9cbb0407&fccid=c10ffe492bcf4fdf,"Salt Lake City, UT",10 days ago,,,Senior MicroStrategy Administrator & Developer
3684,BAYER,"In study data analysis, report writing and relevant quality control measures. Enable R&D teams to create consumer meaningful products by designing and leading...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=e5a12ac86d2ef0bc&fccid=e08122e0e993cc32,"Morristown, NJ",7 days ago,,,Sr. Associate Director Product Research
3685,Harris Corporation,The WSC also serves as an interface for distributing satellite data to control centers and scientists who then use the daily influx of data to expand our ever...,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=5dea52c2b946bfd9&fccid=6ccc0d58f95adf45,"Las Cruces, NM 88005",9 days ago,,,DIS/USS/EXC Section Lead
3686,A9.com,"Track record of leading successful data driven projects. A9.com, an Amazon company, creates powerful, customer-focused search and advertising solutions and...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=c01e83a8b7bd962f&fccid=9cae81a4b33162f2,"Palo Alto, CA",7 days ago,,,"Senior Software Engineer – Machine Learning, Search, Query processing"
3687,HDR,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=9cacbc539e256982&fccid=c3725c584175877c,"San Diego, CA",12 days ago,,,Senior Project Manager Controls
3688,Intellectual Ventures Management,"Proficient with design optimization techniques, data processing, and scientific computing algorithms is required....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=56f064d1af90ebad&fccid=4119dbe6376e7595,"Bellevue, WA",13 days ago,,,Senior Machine-Learning Algorithm Development Software Engineer - IV Lab
3689,APPLIED INTELLECT LLC,"The ideal candidate will have expertise in project management, including abandoned mine land (AML) investigations, soil and groundwater remediation projects,...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=96d09be7caaf2a33&fccid=c1427753480d9297,"Denver, CO 80215",13 days ago,,,Sr. Environmental Scientist / Engineer
3690,Merck,"Scientist, Bio Process. Senior Principal Scientist - Upstream Process Development-BIO004474. Multivariate data analysis and Computational Fluid Dynamics)....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=6d309f881ed2186b&fccid=c38b7d5e0419a6a7,"Kenilworth, NJ",7 days ago,,,Senior Principal Scientist - Upstream Process Development Job
3691,Ball Aerospace,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=c4b8a7c574ba2ee4&fccid=82c5e27e77990fa2,"Boulder, CO",12 days ago,,,Sr Engineer - Electrical Systems Box Responsible Engineer (658941)
3692,Takeda Pharmaceuticals,"Scientist, Biological MassSpectrometry. More than 30,000 Takedaemployees working in more than 70 countries are committed to improving qualityof life for...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=0766eca81c957f61&fccid=4819693c833d5b6e,"Cambridge, MA 02139 (Area IV area)",9 days ago,,,"Scientist / Sr Scientist, Biological Mass Spectrometry"
3693,LevelTrigger,And for *engineers and data scientists*. Interested in big data pipelines and analysis. We are looking for people who enjoy diving into and presenting complex...,100000.0,senior_level,http://www.indeed.com/cmp/LevelTrigger/jobs/Senior-Software-Engineer-32997ba8abca3697?r=1&fccid=dbfb2c2f8005f815,"Somerville, MA 02144",7 days ago,,,Senior Software Engineer
3694,University of Michigan,Determining a framework and determine which analytical method to apply given the nature of the problem and available data Desired Qualifications*....,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=29cd5a3e1780a4cf&fccid=46c847dc877cedc2,"Ann Arbor, MI",13 days ago,,,"Senior Project Manager, Office of the Executive Director, UH and Frankel Cardiovascular Center"
3695,"Magic Leap, Inc.","Knowledge of test data analysis, statistics, and test reports. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=8befa8e877eceed5&fccid=250b3b23ab6d1a65,"Mountain View, CA 94040",7 days ago,,,Sr. Software Development Engineer in Test (SDET)
3696,Anchor Point Technology Resources,"Present research opportunities, technology concepts, test data and provide recommendations to management. Additionally, they will provide technical expertise as...",100000.0,senior_level,http://www.indeed.com/cmp/Anchor-Point-Technology-Resources/jobs/Principal-Electrical-Engineer-f45e9e1922e2c2ab?r=1&fccid=bb4a4680c84a077c,"Cincinnati, OH",7 days ago,,,Principal Electrical Engineer
3697,The Photonics Group,"Experience using software for data analysis, data acquisition, and modeling. Inspire and mentor a team of scientists and engineers to rapidly develop best in...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=e69762908589153e&fccid=a634e895ccca0258,"San Francisco, CA 94102 (Downtown area)",13 days ago,,,Director of Research and Development
3698,Ball Aerospace,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=680a23c3db688884&fccid=82c5e27e77990fa2,"Boulder, CO",7 days ago,,,Senior Project Engineer - Systems - Launch Segment (659691) - Security clearance required
3699,The Nerdery,"Experience with Machine Learning algorithms, Data Mining techniques, Data Munging. About the Data Services Team....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=0b0e57bda6ec5c36&fccid=6a72b8030d1f6cdf,"Kansas City, MO 64106 (Downtown area)",20 days ago,,,Senior Data Scientist: Kansas City
3700,University of Washington Medical Center,"Experience working with data mapping, reporting, analytics, security and infrastructure. Healthcare industry experience with in-depth knowledge of provider data...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=e3b82d6958830df5&fccid=142783ac2edbe56b,"Seattle, WA",20 days ago,,,SR. BUSINESS ANALYST (CLINIC AND PROVIDER DATA)
3701,Amazon Corporate LLC,Experience with machine learning and Big Data Analytics. Plays a significant role in hiring great scientists and leads....,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=63803903683ea5f3&fccid=fe2d21eef233e94a,"Seattle, WA",20 days ago,,,Principal Operations Research Scientist
3702,DigitalGlobe,"ASPRS Certified Photogrammetrist, or ASPRS Certified Mapping Scientist/ Remote Sensing. In accuracy testing, stereo data, determine product and ordering impacts...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=e60f531052e5b66d&fccid=a924fdf034212563,"Longmont, CO 80503",16 days ago,,,Senior Photogrammetrist
3703,Georgia Tech Research Institute,Our expert scientists and engineers turn ideas into workable solutions and then put those solutions into action....,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=463e45aca1e4a7fd&fccid=db25687464a9ecf6,"Atlanta, GA 30318 (Rockdale area)",14 days ago,,,Applications Engineer and Intelligence Analyst - ACL 1181
3704,TalentTransformers,Perform exploratory data analysis and data preparation for developing predictive models. Expertise in Big Data Exploration....,100000.0,senior_level,http://www.indeed.com/cmp/TalentTransformers/jobs/Data-Analyst-Lead-d3f0d8287f8eb578?r=1&fccid=4d89c9f816d1b322,"Dover, NH",16 days ago,,,Data Analyst Lead
3705,AECOM,"Interface with Operations, Business Development and Functional Support groups to obtain/develop data necessary for developing prices or other components of a...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=7844a7b787abb4a4&fccid=bafa4b35e9cd20ce,"Chantilly, VA",20 days ago,,,Pricing Manager
3706,Microsoft,Data mining and analytics. We are looking for a Senior Applied Scientist or Senior Machine Learning Scientist to incubate technologies from end to end to make...,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=20bd75de4ee14927&fccid=734cb5a01ee60f80,"Bellevue, WA",20 days ago,,,Senior Applied Scientist
3707,Gilead,"Managed Care Medical Scientists field tools and resources (e.g. R&D, Commercial Planning, Managed Markets/Market Access to assess data gap....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=09ca7d546e5e2be3&fccid=0aed3f67f6a631df,"Foster City, CA",15 days ago,,,"Senior Director, HEOR"
3708,Gilead Sciences,"Managed Care Medical Scientists field tools and resources (e.g. R&D, Commercial Planning, Managed Markets/Market Access to assess data gap....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=8405272086e4a7c9&fccid=e4b075354d7c2865,"Foster City, CA",15 days ago,,,"Senior Director, HEOR"
3709,CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=d4631265314295f5&fccid=cf4c744760f4998e,"Hoffman Estates, IL 60169",14 days ago,,,"Head of Implementation, North America"
3710,IBM,"At TWC we use science, data and user-driven insights to guide our work, but we also believe in a healthy dose of inspired storytelling as we strive to transform...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=09d853c407e641d6&fccid=de71a49b535e21cb,"Atlanta, GA",20 days ago,,,Sr. Product Designer - Content Team
3711,U.S. Bank,"Sr. Quantitative Analyst - 160037143 At U.S. Bank, we're passionate about helping customers and the communities where we live and work. The fifth-largest",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=941f2a5297df11a5&fccid=ae5bfc395c530fbc,"Charlotte, NC",16 days ago,,,Sr. Quantitative Analyst
3712,"Magic Leap, Inc.","Effective communication and data analysis skills are essential; Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=b777d6d10da066c0&fccid=250b3b23ab6d1a65,"Dania Beach, FL",15 days ago,,,"Director, Supply Continuity"
3713,Wood Consulting,"Senior Computer Scientist (USR). Experience with Data Manipulation/Scripting (PERL, SQL, PL/SQL, EXEL, API, Shell Scripting)....",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=eca870a9b2b21a5e&fccid=e03f920e0dd67877,"Fort Meade, MD",20 days ago,,,Computer Scientist (Senior)
3714,Baker Hughes,"Duties may include making optical devices or fibers, modeling optical system, overseeing testing of optical systems, packaging aspects of sensing systems,...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=27341c64ed04a91d&fccid=f4c6ba597fc7aa75,"Blacksburg, VA 24060",14 days ago,,,Senior Optical Sensing Engineer - Blacksburg VA
3715,ChemPartner,"Independently review literature, design experiments, analyze data, document procedures and data thoroughly in notebooks, write reports and present data to...",100000.0,senior_level,http://www.indeed.com/rc/clk?jk=cfecf7d0c09c7164&fccid=8b6c8d0dfa8a1ecb,"South San Francisco, CA 94080",19 days ago,,,"Principal/Senior Scientist, Cell Line Development"
3716,"SomaLogic, Inc.",We are looking for a skilled software engineer to help build and expand our scientific data applications. We are a small agile/lean software team working on web...,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=3fe3d3348785e0a1&fccid=4c19e52774ff8a25,"Boulder, CO 80301",15 days ago,,,Software Engineer/Sr. Software Engineer (Java)
3717,"Illumina, Inc.",This role is to provide Bioinformatics test support for Illumina’s data analysis software. Work independently in cross-functional teams to lead the testing...,100000.0,senior_level,http://www.indeed.com/rc/clk?jk=cd8cde08f071d6b3&fccid=8524239b088a6649,"San Diego, CA",14 days ago,,,Sr. Bioinformatics Test Automation Engineer
