,company,description,est_salary,link,location,post_time,real_salary_lower,real_salary_upper,title
1770,Cytokinetics,And data interpretation and reporting. Monitor and interpret the accumulating clinical safety data for Cytokinetics’ investigational new drugs....,110000.0,http://www.indeed.com/rc/clk?jk=8b03b0444778e67b&fccid=98b9a77093961a3d,"South San Francisco, CA 94080",6 days ago,,,Clinical Research Fellow in Neuromuscular Diseases
1771,Vencore,Analyses data and conducts advanced statistical analyses and applies mathematical calculations. Conducts logical analysis of management problems and developing...,110000.0,http://www.indeed.com/rc/clk?jk=2ef2b4f9a8eb1af3&fccid=1cb811e40902c620,"Stennis Space Center, MS",6 days ago,,,Oceanographer/Physicist/Researcher
1772,PeopleScout,Design and work with complex data models in the HPCC Big Data Platform.(or another big data platform. Strong understanding of normalized/dimensional data...,110000.0,http://www.indeed.com/cmp/Advisory-and-Consulting-Associates/jobs/Senior-Software-Engineer-83d47192540448a7?r=1&fccid=3f299eb4aa5b1ba0,"Raleigh-Durham, NC",6 days ago,125000.0,,Sr Software Engineer - Big Data/Machine Learning
1773,Alexion,"Scientist II, Pharmaceutical Development. Analyze and interpret analytical data. Director, Pharmaceutical Development....",110000.0,http://www.indeed.com/rc/clk?jk=b9aa66b0fa1b96ca&fccid=cffd7ca8318bd5e2,"New Haven, CT",6 days ago,,,"Development Scientist II, Pharmaceutical Development"
1774,Homology Medicines,"Generate, manage, evaluate, and maintain critical data in a highly organized manner. HMI seeks an outstanding upstream process development scientist to develop...",110000.0,http://www.indeed.com/cmp/FirstFuel/jobs/Scientist-Senior-Scientist-c5aaee188b15a475?r=1&fccid=e6bfd47f64cec236,"Lexington, MA 02421",6 days ago,,,Scientist/Sr. Scientist: Upstream Vector Process Development
1775,Real Staffing,"Overseeing the programming aspects of clinical trials from data extraction from trial databases through analysis and reporting, including integration of studies...",110000.0,http://www.indeed.com/rc/clk?jk=e23409a34f41baf6&fccid=7b5067a5f77195f4,"Fort Washington, PA",6 days ago,100000.0,120000.0,Lead Statistical Programmer
1776,Boehringer Ingelheim,"Analyze omic scale data, including RNA-seq, DNA-seq, and ChIP-Seq, to integrate and mine external data sets to gain insights into disease pathophysiology....",110000.0,http://www.indeed.com/rc/clk?jk=d08b67ab6c613666&fccid=6902b1131240791f,"Ridgefield, CT",6 days ago,,,Principal Scientist-Bioinformatics
1777,"Aspera, an IBM Company","At the root of Aspera’s success lies our innovative, patented, highly efficient bulk data transport technology:....",110000.0,http://www.indeed.com/rc/clk?jk=3bbfb53cf5ee22d4&fccid=8694f42acd6d3b18,"Lehi, UT",6 days ago,,,Software Engineer - SDK
1778,ADP,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",110000.0,http://www.indeed.com/rc/clk?jk=a97367bda4c601c9&fccid=e996c2d6855fe778,"Elk Grove Village, IL 60007",6 days ago,,,Critical Incident Manager
1779,Tech Mahindra (Americas) Inc.,"Experience with the new age technology stacks from ELK, Big Data, Data analytics.*. Familiarity with Java and Angular JSELK , ElasticSearch, Elastic Search,...",110000.0,http://www.indeed.com/rc/clk?jk=5830e35a2f72be4a&fccid=97299926ef79b544,"Overland Park, KS 66204",6 days ago,,,Data Scientist
1780,Outsourced Resource,"CDP Senior Scientist. The contractor shall collaborate with both internal and external partners, contributing to data analyses in order to create and submit...",110000.0,http://www.indeed.com/cmp/Outsourced-Resource/jobs/Scientist-d1e4f7fdc5581a81?r=1&fccid=36719ab641395cad,"Frederick, MD",6 days ago,,,Scientist III- BioEngineer
1781,Pacific Gas & Electric,"Experience manipulating large multi-variable data sets. Mainframe or PC SAS, Stata or other data analysis/statistical software....",110000.0,http://www.indeed.com/rc/clk?jk=12cda310a14ede59&fccid=0e8f04b45c1591f5,"San Francisco, CA 94111 (Financial District area)",6 days ago,,,Senior Strategic Analyst - Distribution Generation Research & Evaluation
1782,BlueAlly LLC,"At least 10 years of IT solution building experience, with at 5+ years as a Data Scientist or related Big data experience....",110000.0,http://www.indeed.com/rc/clk?jk=1899b633b9a4062e&fccid=c7397abebe5746ef,"Manassas, VA 20109",6 days ago,,,Data Scientist
1783,Career Developers,"Clinical scientist, clinical scientist, clinical scientist, clinical scientist, clinical scientist. Clinical research scientist, Clinical research scientist,...",110000.0,http://www.indeed.com/rc/clk?jk=8a50f97683871148&fccid=109ec60d87f7517f,"Stamford, CT",6 days ago,,,Clinical Research Scientist - Oncology
1784,Boehringer Ingelheim,Requirements Principal Scientist:. Conduct targeted experiments at lab and pilot scales to generate data for model refinement and validation....,110000.0,http://www.indeed.com/rc/clk?jk=cd2592ea48ceba28&fccid=6902b1131240791f,"Ridgefield, CT",6 days ago,,,Prin.Sci/SR Sci- Material Characterization and Computational Modeling
1785,GM Financial,"Work closely with data scientists, data architects, ETL developers, other IT counterparts, and business partners to identify, capture, collect, and format data...",110000.0,http://www.indeed.com/rc/clk?jk=0da7b2769ad89f3c&fccid=b6e80abbe732699d,"Arlington, TX",6 days ago,,,Lead Data Engineer - Batch and Stream Processing
1786,Real Staffing,"Overseeing the programming aspects of clinical trials from data extraction from trial databases through analysis and reporting, including integration of studies...",110000.0,http://www.indeed.com/rc/clk?jk=3a607817353a5877&fccid=7b5067a5f77195f4,"Teaneck, NJ",6 days ago,100000.0,120000.0,Senior Statistical Programmer
1787,drawbridge,Ensure our data scientists access to PBs of data in multiple Hadoop clusters. Keep TBs of hourly data flowing thru our global infrastructure....,110000.0,http://www.indeed.com/rc/clk?jk=afcdf957628c5039&fccid=4ff9b6a150bd4610,"San Mateo, CA 94403 (Sugerloaf area)",6 days ago,,,Lead/Sr Site Reliability Engineer
1788,ADP,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",110000.0,http://www.indeed.com/rc/clk?jk=55a8f6baaac62331&fccid=e996c2d6855fe778,"Roseland, NJ 07068",6 days ago,,,Director-Service Management
1789,Walmart eCommerce,"Recruit, develop, and lead a team of 10-30 data scientists and business analysts. Remain current on solutions in the data and analytics space....",110000.0,http://www.indeed.com/rc/clk?jk=c598c9e274e5d889&fccid=8c49e99f20f89e48,"San Bruno, CA 94066",6 days ago,,,"Senior Director, Marketing - Site & Analytics"
1790,Isoftech Inc,"Experienced Data Scientist for our Commercial Client located at Manassas, VA.Requirement :. These capabilities in turn should help drive new and possible more...",110000.0,http://www.indeed.com/rc/clk?jk=c4bbf684e0a76d35&fccid=8f105fae2ec358d8,"Manassas, VA 20110",6 days ago,,,Data Scientist with 10+ yrs. expenience
1791,ADP,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",110000.0,http://www.indeed.com/rc/clk?jk=aca1314acd32660a&fccid=e996c2d6855fe778,"Roseland, NJ 07068",6 days ago,,,Sr. Technical Project Manager
1792,Sandia National Laboratories,"Be responsible for experimental operations, data analysis, and documentation of results. Burst chamber, data acquisition, pressure capability, environmental...",110000.0,http://www.indeed.com/rc/clk?jk=74380f240a17ff68&fccid=6153cf878ee73d92,"Livermore, CA",6 days ago,,,R&D Mechanical Technologist (Experienced)
1793,Real Staffing,"Overseeing the programming aspects of clinical trials from data extraction from trial databases through analysis and reporting, including integration of studies...",110000.0,http://www.indeed.com/rc/clk?jk=9ea865951c7df674&fccid=7b5067a5f77195f4,"Philadelphia, PA",6 days ago,100000.0,120000.0,Principal Statistical Programmer
1794,Advanced Digital Systems,"Position Responsibilities;Responsible for defining, developing and evolving software in a fast paced and agile development environment using the latest software...",110000.0,http://www.indeed.com/rc/clk?jk=0526e412f09138fb&fccid=d92cfb707131962b,"Troy, MI 48083",6 days ago,,,Senior JAVA Architect
1795,"Tiva Systems, Inc","You will be involved in all phases of the product lifecycle, including working with product managers, customers, designers, data scientists and backend software...",110000.0,http://www.indeed.com/rc/clk?jk=77a8b403365cd62a&fccid=fda78da9dbb31823,"Mountain View, CA 94041",6 days ago,,,Architect QA/ Lead System Test
1796,Amgen,Aggregate data analysis. Data interpretation and synthesis. Identify relevant data and conduct benefit-risk evaluation....,110000.0,http://www.indeed.com/rc/clk?jk=4ceb1780922c4d93&fccid=ec34037a9c92d805,"Thousand Oaks, CA 91320",6 days ago,,,Global Safety Medical Director – Global Safety Officer - Biosimilars
1797,ZEFR,"Participate as member of the Data Science team, work closely with fellow data scientists, product manager and engineers in other teams....",110000.0,http://www.indeed.com/rc/clk?jk=d92c79e257b6b7c5&fccid=4cd3dd34924d7197,"Venice, CA 90291",6 days ago,,,Senior Data Scientist
1798,Spotify,"You have experience with a range of data science techniques including clustering, machine learning, and network analysis....",110000.0,http://www.indeed.com/rc/clk?jk=db099e1752ee46dd&fccid=fe404d18bb9eef1e,"New York, NY 10011 (Chelsea area)",7 days ago,,,Research Lead / Data Scientist
1799,SAIC,"Data Scientist (Job Number:. Information Systems, Operations Research, Engineering, Business Administration, Data Visualization, Data Science, and Visual...",110000.0,http://www.indeed.com/rc/clk?jk=e5d771535d1ade90&fccid=f3b836e645f9b36d,"Huntsville, AL",7 days ago,,,Data Scientist Job
1800,CACI International Inc,"As a Data Scientist, you will work as part of a team of data scientists, software developers, and cloud engineers to develop novel analytic approaches for...",110000.0,http://www.indeed.com/rc/clk?jk=fc362ab7404ab7a7&fccid=290a4498a64fc044,"Arlington, VA",10 days ago,,,Data Scientist Job
1801,"MKS Instruments, Inc.","Data preparation, data visualization and presentation of data. Solve business related problems using advanced data analysis and data driven technologies....",110000.0,http://www.indeed.com/rc/clk?jk=2240d53790cbc719&fccid=fa9d7be9e296f7c0,"San Jose, CA 95134 (North San Jose area)",12 days ago,,,Principal Data Scientist
1802,Comcast,"Build customer centric models and optimization tools to support large scale projects that utilize online & offline data, structured & unstructured data, set top...",110000.0,http://www.indeed.com/rc/clk?jk=bf398f7e222d401a&fccid=ea25315ee9da22e5,"New York, NY 10112 (Midtown area)",7 days ago,,,Data Scientist II
1803,Capital One,"Writing software to clean and investigate large, messy data sets of numerical and textual data. Integrating with external data sources and APIs to discover...",110000.0,http://www.indeed.com/rc/clk?jk=68fb4d83a7c4a720&fccid=b85c5070c3d3d8c8,"Seattle, WA",13 days ago,,,Data Scientist
1804,KPMG,"Five years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...",110000.0,http://www.indeed.com/rc/clk?jk=57dc2330cb3ed3c0&fccid=2dd390c3a48a7ed0,"Atlanta, GA 30338",12 days ago,,,Sr Associate - Data Scientist
1805,Aetna,"We are currently seeking an Senior Data Scientist in our Wellesley, MA (Boston area) or New York, NY location....",110000.0,http://www.indeed.com/rc/clk?jk=0bb4a66e7b3af155&fccid=7077d7e88049c02a,"Boston, MA",12 days ago,,,Senior Data Scientist
1806,Hoodline,"Apply your expertise in quantitative analysis, data mining and data visualization to understand how our users interact with our product....",110000.0,http://www.indeed.com/rc/clk?jk=38b145fb1ca779c1&fccid=c2f2e84f7e0cab11,"San Francisco, CA",7 days ago,,,Data Scientist
1807,INTELECOX INC.,Collaborate with other data scientists and engineers to formulate innovative solutions to experiment and implement advanced data mining techniques....,110000.0,http://www.indeed.com/company/INTELECOX-INC./jobs/Machine-Learning-Big-Data-Opportunity-f1c409abce4b71f3?r=1&fccid=778ff59fd2d8d063,"San Jose, CA",8 days ago,,,"Machine learning/Big Data opportunity-San Jose, CA"
1808,KPMG,"Five years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...",110000.0,http://www.indeed.com/rc/clk?jk=5d23c4eed8f51c85&fccid=2dd390c3a48a7ed0,"Philadelphia, PA",12 days ago,,,Data Scientist - Financial Services
1809,Pearson,"Data structures, data representation, data cleaning, data governance, and research database design\. We are looking for a highly motivated, collaborative data...",110000.0,http://www.indeed.com/rc/clk?jk=9668f5d7768bf6cc&fccid=915b1c0ee87e5e8a,"Centennial, CO",13 days ago,,,"Senior Data/Research Scientist, Machine Learning"
1810,Spencer Ogden,"Seeking Data Scientist (5 years) with experience working on data service products / algorithms. Data modelling, datasets, regression, statistics....",110000.0,http://www.indeed.com/rc/clk?jk=631dc0894403527a&fccid=9c692bd8d7645987,"New York, NY",13 days ago,,,Data Scientist
1811,Uber,"Uber Data Science is looking for world class data science interns to join its Data Science Platform, a group responsible for building, scaling, and centralizing...",110000.0,http://www.indeed.com/rc/clk?jk=45bf475249b16d70&fccid=f766f8bfbc3effb7,"San Francisco, CA 94103 (South Of Market area)",11 days ago,,,Data Science - Internship/Co-op
1812,Cold Spring Harbor Laboratory,"Familiarity with scientific data models/formats. Data and statistical analysis using R, Matlab or similar tools....",110000.0,http://www.indeed.com/cmp/Cold-Spring-Harbor-Laboratory/jobs/Computational-Science-Developer-6dbe56b713a133c1?r=1&fccid=fa316a9a14e6121e,"Cold Spring Harbor, NY 11724",11 days ago,,,Computational Science Developer II
